,name,street,city,state,zip,phone,reviews,rating,priceRange,Latitude,Longitude,County,Country,twitter_sentiment
681,Water & Wall,3811 N Fairfax Dr,Arlington,VA,22203,(703) 294-4949,300.0,4.0,20.0,38.882727,-77.10586500000002,Arlington County,US,[0.0]
682,Amuse,1121 N 19th St,Arlington,VA,22209,(703) 351-1211,64.0,3.0,20.0,38.895023,-77.075463,Arlington County,US,[0.0]
683,Stoney’s on L,2101 L St NW,Washington,DC,20037,(202) 721-0019,126.0,4.0,20.0,38.904003,-77.04688,District of Columbia,US,[1.5909090909090908]
684,Coffy Cafe,3310 14th St NW,Washington,DC,20010,(202) 588-5660,183.0,4.0,10.0,38.93065900000001,-77.032964,District of Columbia,US,[0.0]
685,Bob Evans Restaurant,3361 Corridor Marketplace,Laurel,MD,20724,(301) 362-9140,48.0,2.5,20.0,39.097243,-76.805735,Anne Arundel County,US,[0.0]
686,Firehook Bakery,3411 Connecticut Ave NW,Washington,DC,20008,(888) 580-0745,170.0,3.0,10.0,38.934837,-77.05766,District of Columbia,US,[0.0]
687,Infuse Restaurant and Lounge,6339 Allentown Rd,Temple Hills,MD,20748,(301) 449-9000,69.0,3.5,20.0,38.802314,-76.90916700000002,Prince George's County,US,[0.0]
688,Le Caprice DC,3460 14th St NW,Washington,DC,20010,(202) 290-3109,211.0,3.5,10.0,38.932907,-77.033014,District of Columbia,US,[0.0]
689,Big Chair Coffee & Grill,2122 Martin Luther King Jr Ave SE,Washington,DC,20020,(202) 678-3738,53.0,3.5,10.0,38.865061,-76.98947199999998,District of Columbia,US,[0.0]
690,Cosi,1333 H St NW,Washington,DC,20005,(202) 289-5888,47.0,2.5,20.0,38.900357,-77.03079,District of Columbia,US,[1.5909090909090908]
691,South Block,3011 N 11th St,Arlington,VA,22201,(703) 465-8423,251.0,4.0,20.0,38.886309,-77.09406899999998,Arlington County,US,[0.0]
692,College Park Diner,9206 Baltimore Ave,College Park,MD,20740,(301) 441-8888,172.0,4.0,10.0,39.005958,-76.930193,Prince George's County,US,[0.0]
693,Harvest Plates & Pints,2 Montgomery Village Ave,Gaithersburg,MD,20879,(301) 948-8900,7.0,3.0,20.0,39.153605,-77.211522,Montgomery County,US,[0.0]
694,Medium Rare,515 8th St SE,Washington,DC,20003,(202) 601-7136,386.0,4.0,20.0,38.882226,-76.995334,District of Columbia,US,[0.0]
695,True Food Kitchen,2910 District Ave,Fairfax,VA,22031,(571) 326-1616,691.0,4.0,20.0,38.872913,-77.23015699999998,Fairfax County,US,[0.0]
696,Provision No 14,2100 14th St NW,Washington,DC,20009,(202) 827-4530,278.0,3.5,20.0,38.918259,-77.03225400000002,District of Columbia,US,[0.0]
697,PAUL Columbia Square,555 13th Street NW,Washington,DC,20004,(202) 347-1606,31.0,3.0,20.0,38.896997,-77.029354,District of Columbia,US,[1.5909090909090908]
698,Corner Bakery Cafe,500 N Capitol St NW,Washington,DC,20001,(202) 627-3139,63.0,3.0,10.0,38.896345,-77.00297900000002,District of Columbia,US,[0.0]
699,Article One - American Grill,400 New Jersey Ave NW,Washington,DC,20001,(202) 719-8478,56.0,3.5,20.0,38.895368,-77.011703,District of Columbia,US,[0.0]
700,Brookland Grill,3528 12th St NE,Washington,DC,20017,(202) 526-7419,43.0,3.5,10.0,38.933285,-76.991247,District of Columbia,US,[0.0]
701,Tastee Diner,7731 Woodmont Ave,Bethesda,MD,20814,(301) 652-3970,252.0,3.5,10.0,38.988042,-77.095725,Montgomery County,US,[0.0]
702,Gallery Cafe,9711 Washingtonian Blvd,Gaithersburg,MD,20878,(301) 330-1717,,,,39.112139,-77.191272,Montgomery County,US,[0.0]
703,America Eats Tavern,1700 Tysons Blvd,McLean,VA,22102,(703) 744-3999,182.0,3.5,30.0,38.924345,-77.22369300000003,Fairfax County,US,[0.0]
704,Degrees,3100 S St NW,Washington,DC,20007,(202) 912-4100,45.0,3.5,30.0,38.914675,-77.071152,District of Columbia,US,[0.0]
705,Anita’s New Mexico Style Mexican Food,13921 Lee Jackson Memorial Hwy,Chantilly,VA,20151,(703) 378-1717,144.0,3.0,10.0,38.893501,-77.430713,Fairfax County,US,[0.0]
706,The Grill Room,1050 31st St NW,Washington,DC,20007,(202) 617-2424,66.0,3.5,30.0,38.903988,-77.061456,District of Columbia,US,[0.0]
707,Penn Commons,700 6th St NW,Washington,DC,20001,(202) 905-2999,192.0,3.5,20.0,38.898934,-77.02018000000002,District of Columbia,US,[0.0]
708,Choices By Shawn,3950 Chain Bridge Rd,Fairfax,VA,22030,(703) 385-5433,112.0,3.5,20.0,38.847337,-77.306498,Fairfax city,US,[0.0]
709,IHOP,7784 Gunston Plaza Dr,Lorton,VA,22079,(703) 339-1168,65.0,2.5,20.0,38.703294,-77.208601,Fairfax County,US,[0.0]
710,Sauciety,171 Waterfront St,National Harbor,MD,20745,(301) 567-3999,92.0,3.0,30.0,38.806809,-76.995859,Prince George's County,US,[0.0]
711,IHOP,2190 Crain Hwy,Waldorf,MD,20601,(301) 843-1233,20.0,3.0,10.0,38.588535,-76.907589,Charles County,US,[0.0]
712,Corner Bakery Cafe,1828 L St NW,Washington,DC,20036,(202) 776-9052,81.0,3.5,10.0,38.903512,-77.04294,District of Columbia,US,[1.5909090909090908]
713,Stone’s Throw Restaurant & Bar,2660 Woodley Rd NW,Washington,DC,20008,(202) 745-6920,39.0,2.5,20.0,38.924716,-77.054699,District of Columbia,US,[0.0]
714,Jake’s American Grille,5018 Connecticut Ave NW,Washington,DC,20008,(202) 966-5253,183.0,3.0,20.0,38.955272,-77.07034200000002,District of Columbia,US,[0.0]
715,Bourbon,2321 18th St NW,Washington,DC,20009,(202) 332-0800,323.0,3.5,20.0,38.920264,-77.04158100000002,District of Columbia,US,[0.0]
716,Daily Bread Grill,14713 Baltimore Ave.,Laurel,MD,20707,(301) 362-3624,,,,39.091775,-76.856708,Prince George's County,US,[0.0]
717,La Madeleine,242 Crown Park Ave,Gaithersburg,MD,20878,(240) 449-4480,71.0,3.0,20.0,39.115209,-77.25161,Montgomery County,US,[0.0]
718,La Madeleine Country French Cafe,7607 Old Georgetown Rd,Bethesda,MD,20814,(301) 215-9142,186.0,3.5,20.0,38.986038,-77.095618,Montgomery County,US,[0.0]
719,Gordon Biersch Brewery Restaurant,900 F St NW,Washington,DC,20004,(202) 783-5454,555.0,3.0,20.0,38.897066,-77.024326,District of Columbia,US,[0.0]
720,Mr. Henry’s,601 Pennsylvania Ave SE,Washington,DC,20003,(202) 546-8412,166.0,3.5,20.0,38.885143,-76.998278,District of Columbia,US,[0.0]
721,The Woodside Deli,9329 Georgia Ave,Silver Spring,MD,20910,(301) 589-7055,97.0,3.5,10.0,39.008315,-77.039652,Montgomery County,US,[0.0]
722,Georgetown Bagelry,5227 River Rd,Bethesda,MD,20816,(301) 657-4442,108.0,4.0,10.0,38.964815,-77.103509,Montgomery County,US,[0.0]
723,San Miguel Cafe,7239 Commerce St,Springfield,VA,22150,(703) 451-7500,,,,38.780687,-77.190758,Fairfax County,US,[0.0]
724,The Front Page,1333 New Hampshire Ave NW,Washington,DC,20036,(202) 296-6500,584.0,3.0,20.0,38.908484,-77.04401899999998,District of Columbia,US,[1.5909090909090908]
725,Hawk n’ Dove,329 Pennsylvania Ave SE,Washington,DC,20003,(202) 547-0030,183.0,2.5,20.0,38.886399,-77.00115,District of Columbia,US,[0.0]
726,Emily’s Kitchen,3601 Eisenhower Ave,Alexandria,VA,22304,(703) 317-0288,,,,38.804295,-77.092407,Alexandria city,US,[0.0]
727,Petworth Citizen,829 Upshur St NW,Washington,DC,20011,(202) 722-2939,139.0,3.5,20.0,38.942122,-77.02448100000002,District of Columbia,US,[0.0]
728,Jojo Restaurant And Bar,1518 U St NW,Washington,DC,20009,(202) 319-9350,352.0,4.0,20.0,38.916838,-77.035383,District of Columbia,US,[0.0]
729,The Tombs,1226 36th St NW,Washington,DC,20007,(202) 337-6668,295.0,3.5,20.0,38.906076,-77.070435,District of Columbia,US,[0.0]
730,Bob Evans Farms Restaurant,4308 NW Crain Hwy,Bowie,MD,20716,(301) 464-8171,47.0,2.5,20.0,38.926311,-76.709789,Prince George's County,US,[0.0]
731,8407 Kitchen Bar,8407 Ramsey Ave,Silver Spring,MD,20910,(301) 587-8407,528.0,3.5,20.0,38.993952,-77.02900600000002,Montgomery County,US,[0.0]
732,801 Restaurant & Bar,801 Florida Ave NW,Washington,DC,20001,(202) 332-0207,50.0,4.0,20.0,38.916955,-77.02308199999997,District of Columbia,US,[0.0]
733,b DC Penn Quarter,801 Pennsylvania Ave NW,Washington,DC,20004,(202) 808-8720,637.0,4.0,20.0,38.89442800000001,-77.02350600000003,District of Columbia,US,[0.0]
734,Arlington Diner,2921 S Glebe Rd,Arlington,VA,22206,(703) 549-0677,107.0,3.0,10.0,38.845565,-77.06815999999998,Arlington County,US,[0.0]
735,MontClair Family Restaurant,17001 Dumfries Rd,Dumfries,VA,22026,(703) 221-4097,92.0,4.0,20.0,38.583957,-77.330054,Prince William County,US,[0.0]
736,Vermilion,1120 King St,Alexandria,VA,22314,(703) 684-9669,627.0,4.0,30.0,38.805631,-77.052247,Alexandria city,US,[0.0]
737,IHOP,15470 Annapolis Rd,Bowie,MD,20715,(301) 464-4550,30.0,2.5,20.0,38.980325,-76.73245,Prince George's County,US,[0.0]
738,Sequoia,3000 K St NW,Washington,DC,20007,(202) 944-4200,683.0,3.0,30.0,38.910369,-77.05939000000002,District of Columbia,US,[0.0]
739,MontClair Family Restaurant,17001 Dumfries Rd,Dumfries,VA,22026,(703) 221-4097,92.0,4.0,20.0,38.583957,-77.330054,Prince William County,US,[0.0]
740,Vermilion,1120 King St,Alexandria,VA,22314,(703) 684-9669,627.0,4.0,30.0,38.805631,-77.052247,Alexandria city,US,[0.0]
741,IHOP,15470 Annapolis Rd,Bowie,MD,20715,(301) 464-4550,30.0,2.5,20.0,38.980325,-76.73245,Prince George's County,US,[0.0]
742,Sequoia,3000 K St NW,Washington,DC,20007,(202) 944-4200,683.0,3.0,30.0,38.910369,-77.05939000000002,District of Columbia,US,[0.0]
743,Dogwood Tavern,132 W Broad St,Falls Church,VA,22046,(703) 237-8333,318.0,3.5,20.0,38.883016,-77.171886,Falls Church city,US,[0.0]
744,Uncle Chip’s Cookie & Dessert Suppliers,1514 N Capitol St NW,Washington,DC,20001,(202) 999-4990,130.0,4.5,20.0,38.910113,-77.00935600000003,District of Columbia,US,[0.0]
745,Twist Cafe & Deli,5820 Seminary Rd,Falls Church,VA,22041,(703) 998-2542,17.0,4.5,10.0,38.847382,-77.127779,Fairfax County,US,[0.0]
746,Fair Lakes Deli,12701 Fair Lakes Cir,Fairfax,VA,22033,(703) 818-1512,2.0,4.0,,38.857257,-77.384848,Fairfax County,US,[0.0]
747,Copper Canyon Grill - Woodmore,9300 Taj Ln,Glenarden,MD,20706,(301) 322-8600,295.0,3.5,20.0,38.920881,-76.845652,Prince George's County,US,[0.0]
748,Skylight Cafe,3300 Gallows Rd,Falls Church,VA,22042,(703) 776-2544,4.0,2.5,10.0,38.858185,-77.226424,Fairfax County,US,[0.0]
749,Steam Cafe Pizzeria,1700 17th St NW,Washington,DC,20009,(202) 483-5296,153.0,3.5,20.0,38.912869,-77.038855,District of Columbia,US,[0.0]
750,Neopol Savory Smokery,1309 5th St NE,Washington,DC,20002,(202) 543-1864,125.0,4.5,20.0,38.908716,-76.99765,District of Columbia,US,[0.0]
751,All Set Restaurant & Bar,8630 Fenton St,Silver Spring,MD,20910,(301) 495-8800,309.0,4.0,20.0,38.997927,-77.028478,Montgomery County,US,[0.0]
752,Denny’s,314 Washington Blvd,Laurel,MD,20707,(301) 725-9393,47.0,2.5,10.0,39.101809,-76.845711,Prince George's County,US,[0.0]
753,Maddy’s Bar & Grille,1726 Connecticut Ave NW,Washington,DC,20009,(202) 483-2266,213.0,3.5,20.0,38.913456,-77.046063,District of Columbia,US,[0.0]
754,Darrahs Cafe,10907 Fort Washington Rd,Fort Washington,MD,20744,(301) 203-4888,37.0,3.5,20.0,38.743344,-76.996494,Prince George's County,US,[0.0]
755,Pennsylvania 6 DC,1350 Eye St NW,Washington,DC,20005,(202) 796-1600,208.0,4.5,30.0,38.904011,-77.031695,District of Columbia,US,[1.5909090909090908]
756,Silver Diner,6592 Springfield Mall,Springfield,VA,22150,(703) 924-1701,250.0,3.5,20.0,38.778075,-77.184747,Fairfax County,US,[0.0]
757,IHOP,206 N Frederick Ave,Gaithersburg,MD,20877,(301) 840-5706,43.0,2.5,10.0,39.14392,-77.201796,Montgomery County,US,[0.0]
758,Dolcezza,1704 Connecticut Ave NW,Washington,DC,20009,(202) 299-9116,461.0,4.0,20.0,38.912847,-77.045643,District of Columbia,US,[0.0]
759,Cosmos Club,2121 Massachusetts Ave NW,Washington,DC,20008,(202) 387-7783,28.0,3.5,30.0,38.911437,-77.047687,District of Columbia,US,[0.0]
760,Mr Smith’s of Georgetown,3205 K St NW,Washington,DC,20007,(202) 333-3104,55.0,3.0,20.0,38.902798,-77.063114,District of Columbia,US,[0.0]
761,Clifton Cafe,7144 Main St,Clifton,VA,20124,(703) 830-2424,195.0,4.0,20.0,38.780453,-77.387072,Fairfax County,US,[0.0]
762,Penn Quarter Sports Tavern,639 Indiana Ave NW,Washington,DC,20004,(202) 347-6666,277.0,3.0,20.0,38.894298,-77.021487,District of Columbia,US,[0.0]
763,Simple Bar & Grill,5828 Georgia Ave NW,Washington,DC,20011,(202) 316-9171,53.0,4.5,20.0,38.960906,-77.028286,District of Columbia,US,[0.0]
764,IHOP,13804 Metrotech Dr,Chantilly,VA,20151,(703) 378-5291,85.0,2.5,10.0,38.892671,-77.425635,Fairfax County,US,[0.0]
765,Zed’s Cafe,8225 Georgia Ave,Silver Spring,MD,20910,(301) 495-5614,195.0,4.5,10.0,38.992456,-77.026172,Montgomery County,US,[0.0]
766,Lucky’s Grill,9244 E Hampton Dr,Capitol Heights,MD,20743,(301) 336-1551,52.0,4.0,10.0,38.882185,-76.84539000000002,Prince George's County,US,[0.0]
767,Philz Coffee,1827 Adams Mill Rd NW,Washington,DC,20009,(202) 601-7710,156.0,4.5,20.0,38.923471,-77.043148,District of Columbia,US,[0.0]
768,Bullfeathers,410 1st St SE,Washington,DC,20003,(202) 484-0228,161.0,3.0,20.0,38.884659,-77.005565,District of Columbia,US,[0.0]
769,Zed’s Cafe,8225 Georgia Ave,Silver Spring,MD,20910,(301) 495-5614,195.0,4.5,10.0,38.992456,-77.026172,Montgomery County,US,[0.0]
770,Lucky’s Grill,9244 E Hampton Dr,Capitol Heights,MD,20743,(301) 336-1551,52.0,4.0,10.0,38.882185,-76.84539000000002,Prince George's County,US,[0.0]
771,Philz Coffee,1827 Adams Mill Rd NW,Washington,DC,20009,(202) 601-7710,156.0,4.5,20.0,38.923471,-77.043148,District of Columbia,US,[0.0]
772,Bullfeathers,410 1st St SE,Washington,DC,20003,(202) 484-0228,161.0,3.0,20.0,38.884659,-77.005565,District of Columbia,US,[0.0]
773,Bob Evans,2355 Crain Hwy,Waldorf,MD,20601,(301) 645-6475,24.0,2.5,10.0,38.588535,-76.907589,Charles County,US,[0.0]
774,Denny’s,2975 Crain Hwy,Waldorf,MD,20601,(301) 843-8280,33.0,2.5,10.0,38.588535,-76.907589,Charles County,US,[0.0]
775,Au Bon Pain,700 13th St NW,Washington,DC,20005,(202) 639-0846,31.0,3.0,10.0,38.89873400000001,-77.03,District of Columbia,US,[1.5909090909090908]
776,Kingbird,2650 Virginia Ave NW,Washington,DC,20037,(202) 827-1600,24.0,4.5,30.0,38.899335,-77.055819,District of Columbia,US,[0.0]
777,Askale Cafe,3629 12th St NE,Washington,DC,20017,(202) 758-0077,71.0,4.5,20.0,38.934327,-76.990953,District of Columbia,US,[0.0]
778,DC Grill Express,1917 18th St NW,Washington,DC,20009,(202) 748-5154,91.0,4.5,10.0,38.916082,-77.04141899999998,District of Columbia,US,[0.0]
779,Corner Bakery Cafe,10000 Town Center Ave,Columbia,MD,21044,(443) 917-4042,44.0,3.0,20.0,37.577262,-81.529189,,US,[0.0]
780,Stoney’s Bar And Grill,1433 P St NW,Washington,DC,20005,(202) 234-1818,391.0,3.5,20.0,38.90988400000001,-77.033293,District of Columbia,US,[1.5909090909090908]
781,Bob Evans,3345 Crain Hwy,Waldorf,MD,20603,(301) 885-2144,22.0,3.0,20.0,38.588535,-76.907589,Charles County,US,[0.0]
782,Macintyre’s,2621 Connecticut Ave NW,Washington,DC,20008,(202) 506-3427,91.0,4.0,20.0,38.924198,-77.051419,District of Columbia,US,[0.0]
783,Po Boy Jim,709 H St NE,Washington,DC,20002,(202) 621-7071,349.0,4.0,20.0,38.900055,-76.996091,District of Columbia,US,[0.0]
784,Bracket Room,1210 N Garfield St,Arlington,VA,22201,(703) 276-7337,366.0,3.5,20.0,38.886855,-77.09411999999998,Arlington County,US,[0.0]
785,Calabash,1847 7th St NW,Washington,DC,20001,(202) 525-5386,143.0,5.0,10.0,38.915215,-77.021715,District of Columbia,US,[0.0]
786,Fairfax Inn Restaurant,2946 Sleepy Hollow Rd,Falls Church,VA,22044,(703) 532-0616,86.0,4.0,10.0,38.857734,-77.167464,Fairfax County,US,[0.0]
787,Summer House Santa Monica,11825 Grand Park Ave,North Bethesda,MD,20852,(301) 881-2381,382.0,3.5,20.0,39.052158,-77.121096,Montgomery County,US,[0.0]
788,Radici,303 7th St SE,Washington,DC,20003,(202) 758-0086,56.0,4.0,10.0,38.885867,-76.99635699999997,District of Columbia,US,[0.0]
789,Purple Patch,3155 Mt Pleasant St NW,Washington,DC,20010,(202) 299-0022,286.0,4.5,20.0,38.932711,-77.030248,District of Columbia,US,[0.0]
790,Chaia,3207 Grace St NW,Washington,DC,20007,(202) 333-5222,241.0,4.5,20.0,38.904097,-77.063248,District of Columbia,US,[0.0]
791,Mad City Coffee,10801 Hickory Ridge Rd,Columbia,MD,21044,(410) 964-8671,98.0,3.0,10.0,39.209512,-76.8857,Howard County,US,[0.0]
792,Harth,7920 Jones Branch Dr,McLean,VA,22102,(703) 761-5131,173.0,3.5,30.0,38.926544,-77.216059,Fairfax County,US,[0.0]
793,Tortoise & Hare Bar and Grille,567 23rd St S,Arlington,VA,22202,(703) 979-1872,150.0,3.5,20.0,38.853493,-77.055103,Arlington County,US,[0.0]
794,D J Deli,1750 Old Meadow Rd,Mc Lean,VA,22102,(703) 761-1212,1.0,4.0,10.0,38.921285,-77.21282,Fairfax County,US,[0.0]
795,Kefa Cafe,963 Bonifant St,Silver Spring,MD,20910,(240) 641-8023,127.0,4.5,10.0,38.993841,-77.02569100000002,Montgomery County,US,[0.0]
796,Union Street Public House,121 S Union St,Alexandria,VA,22314,(703) 548-1785,361.0,3.5,20.0,38.803518,-77.040526,Alexandria city,US,[0.0]
797,Occidental Grill & Seafood,1475 Pennsylvania Ave NW,Washington,DC,20004,(202) 783-1475,257.0,3.5,30.0,38.896826,-77.03281199999998,District of Columbia,US,[1.5909090909090908]
798,Einstein Bros Bagels,531 Quince Orchard Rd,Gaithersburg,MD,20878,(301) 947-4208,41.0,2.5,10.0,39.144442,-77.220066,Montgomery County,US,[0.0]
799,DGS Delicatessen,"2985 District Ave, Ste 115",Fairfax,VA,22031,(703) 280-1111,122.0,4.0,20.0,38.86976,-77.230665,Fairfax County,US,[0.0]
800,Daily Grill,1200 18th Street NW,Washington,DC,20036,(202) 822-5282,305.0,3.0,20.0,38.905942,-77.042055,District of Columbia,US,[1.5909090909090908]
801,Cracker Barrel Old Country Store,17115 Dumfries Rd,Dumfries,VA,22025,(703) 441-2764,125.0,3.0,20.0,38.581526,-77.324073,Prince William County,US,[0.0]
802,Constitution Cafe,145 N St NE,Washington,DC,20002,(202) 216-9433,16.0,3.0,20.0,38.906994,-77.00509,District of Columbia,US,[0.0]
803,Chequers Restaurant & Lounge,901 N Fairfax St,Alexandria,VA,22314,(703) 683-6000,1.0,1.0,,38.814064,-77.04024,Alexandria city,US,[0.0]
804,Barrel & Bushel,7901 Tysons One Pl,Tysons Corner,VA,22102,(703) 848-6340,327.0,3.0,20.0,38.918903,-77.22000899999998,Fairfax County,US,[0.0]
805,BRABO - Temp. CLOSED,1600 King St,Alexandria,VA,22314,(703) 894-3440,369.0,4.0,30.0,38.805996,-77.05683499999998,Alexandria city,US,[0.0]
806,Tropical Smoothie Café,6455 Dobbin Rd,Columbia,MD,21045,(410) 730-6564,71.0,4.5,10.0,39.195366,-76.820894,Howard County,US,[0.0]
807,Plume,1200 16th St NW,Washington,DC,20036,(202) 448-2300,153.0,4.0,40.0,38.905938,-77.036956,District of Columbia,US,[1.5909090909090908]
808,Colony Club,3118 Georgia Ave NW,Washington,DC,20010,(202) 722-7202,88.0,4.5,10.0,38.929581,-77.023612,District of Columbia,US,[0.0]
809,BRABO - Temp. CLOSED,1600 King St,Alexandria,VA,22314,(703) 894-3440,369.0,4.0,30.0,38.805996,-77.05683499999998,Alexandria city,US,[0.0]
810,Tropical Smoothie Café,6455 Dobbin Rd,Columbia,MD,21045,(410) 730-6564,71.0,4.5,10.0,39.195366,-76.820894,Howard County,US,[0.0]
811,Plume,1200 16th St NW,Washington,DC,20036,(202) 448-2300,153.0,4.0,40.0,38.905938,-77.036956,District of Columbia,US,[1.5909090909090908]
812,Colony Club,3118 Georgia Ave NW,Washington,DC,20010,(202) 722-7202,88.0,4.5,10.0,38.929581,-77.023612,District of Columbia,US,[0.0]
813,IHOP,15004 Baltimore Ave,Laurel,MD,20707,(301) 498-7488,39.0,2.0,10.0,39.096513,-76.850895,Prince George's County,US,[0.0]
814,Cleveland Park Bar and Grill,3421 Connecticut Ave NW,Washington,DC,20008,(202) 806-8940,220.0,3.0,20.0,38.935051,-77.057715,District of Columbia,US,[0.0]
815,Pleasant Pops Farmhouse Market & Cafe,1781 Florida Ave NW,Washington,DC,20009,(202) 558-5224,281.0,4.5,10.0,38.91748,-77.040894,District of Columbia,US,[0.0]
816,Wildfire,2001 International Dr,McLean,VA,22102,(703) 442-9110,589.0,3.5,30.0,38.92387100000001,-77.22614399999998,Fairfax County,US,[0.0]
817,Bob Evans,14050 Thunderbolt Pl,Chantilly,VA,20151,(703) 834-0511,44.0,2.5,10.0,38.89614,-77.434207,Fairfax County,US,[0.0]
818,Park Avenue Cafe,3300 Gallows Rd,Falls Church,VA,22042,(703) 207-9737,5.0,2.0,10.0,38.858185,-77.226424,Fairfax County,US,[0.0]
819,15 Ria,1515 Rhode Island Ave NW,Washington,DC,20005,(202) 742-0015,62.0,2.5,20.0,38.907936,-77.035507,District of Columbia,US,[1.5909090909090908]
820,Avenue Cafe & Lounge,1501 Rhode Island Ave NW,Washington,DC,20005,(202) 349-3030,13.0,3.5,20.0,38.908116,-77.034971,District of Columbia,US,[1.5909090909090908]
821,International House of Pancakes,775 Rockville Pike,Rockville,MD,20852,(301) 738-1894,10.0,3.0,10.0,39.064013,-77.12631400000002,Montgomery County,US,[0.0]
822,West Wing Cafe,1120 20th St NW,Washington,DC,20036,(202) 628-2233,170.0,4.0,10.0,38.904584,-77.045381,District of Columbia,US,[1.5909090909090908]
823,Slate Wine Bar + Bistro,2404 Wisconsin Ave NW,Washington,DC,20007,(202) 333-4304,140.0,3.5,20.0,38.921281,-77.07240300000002,District of Columbia,US,[0.0]
824,The Ugly Mug,723 8th St SE,Washington,DC,20003,(202) 547-8459,202.0,3.0,20.0,38.880437,-76.995243,District of Columbia,US,[0.0]
825,Sizzling Express 8,8444 Westpark Dr,Mc Lean,VA,22102,(703) 556-4188,7.0,2.5,20.0,38.925488,-77.236222,Fairfax County,US,[0.0]
826,Wawa,10205 Kirksville Ln,Dunkirk,MD,20754,(410) 286-7235,8.0,4.5,10.0,38.717663,-76.661158,Calvert County,US,[0.0]
827,Bon Vivant Cafe,2016 Mount Vernon Ave,Alexandria,VA,22301,(571) 290-3820,133.0,3.5,20.0,38.824378,-77.05848,Alexandria city,US,[0.0]
828,EatsPlace,3607 Georgia Ave NW,Washington,DC,20010,(202) 882-3287,32.0,4.0,20.0,38.93478,-77.023798,District of Columbia,US,[0.0]
829,Fast Gourmet,1400 W St NW,Washington,DC,20009,(202) 448-9217,530.0,4.0,20.0,38.919335,-77.03195,District of Columbia,US,[0.0]
830,American City Diner,5532 Connecticut Ave,Washington,DC,20015,(202) 244-1949,176.0,2.5,20.0,38.96417,-77.075452,District of Columbia,US,[0.0]
831,Momofuku CCDC,1090 I St NW,Washington,DC,20001,(202) 602-1832,814.0,3.5,20.0,38.901178,-77.01517199999998,District of Columbia,US,[0.0]
832,Jolt ‘N Bolt Coffee & Tea House,1918 18th St NW,Washington,DC,20009,,128.0,3.0,10.0,38.916216,-77.041962,District of Columbia,US,[0.0]
833,Potbelly Sandwich Shop,655 Michigan Ave NE,Washington,DC,20017,(202) 971-3501,16.0,3.0,10.0,38.932594,-76.996826,District of Columbia,US,[0.0]
834,Paul,1000 Connecticut Ave NW,Washington,DC,20036,(202) 524-4860,105.0,2.5,20.0,38.902853,-77.04000500000002,District of Columbia,US,[1.5909090909090908]
835,Tropical Smoothie Café,6455 Dobbin Rd,Columbia,MD,21045,(410) 730-6564,71.0,4.5,10.0,39.195366,-76.820894,Howard County,US,[0.0]
836,Pitango Gelato,413 7th St NW,Washington,DC,20004,(202) 885-9607,638.0,4.0,20.0,38.895206,-77.021662,District of Columbia,US,[0.0]
837,The Oceanaire Seafood Room,1201 F St NW,Washington,DC,20004,(202) 347-2277,442.0,3.5,30.0,38.897657,-77.028521,District of Columbia,US,[1.5909090909090908]
838,The Cheesecake Factory,5345 Wisconsin Avenue NW,Washington,DC,20015,(202) 364-0500,250.0,3.0,20.0,38.960611,-77.085018,District of Columbia,US,[0.0]
839,Booeymonger,5252 Wisconsin Ave NW,Washington,DC,20015,(202) 686-5805,160.0,3.5,10.0,38.958737,-77.085146,District of Columbia,US,[0.0]
840,Proof Restaurant,775 G St NW,Washington,DC,20001,(202) 737-7663,813.0,4.0,30.0,38.898649,-77.022654,District of Columbia,US,[0.0]
841,STK Washington D.C.,1250 Connecticut Ave,Washington,DC,20036,(202) 296-1880,395.0,3.5,30.0,38.906867,-77.04231999999998,District of Columbia,US,[1.5909090909090908]
842,Charlie Bob’s Market & Deli,13711 Dumfries Rd,Manassas,VA,20112,(703) 794-7522,11.0,3.5,10.0,38.656468,-77.440919,Prince William County,US,[0.0]
843,Waffle House,17137 Dumfries Rd,Dumfries,VA,22025,(703) 221-8726,94.0,3.0,10.0,38.582042,-77.325793,Prince William County,US,[0.0]
844,A Cup of Joy Cafe & Deli,10320 Little Patuxent Pkwy,Columbia,MD,21044,(410) 715-4522,5.0,4.0,10.0,39.214453000000006,-76.858142,Howard County,US,[0.0]
845,GCDC Grilled Cheese Bar,1730 Pennsylvania Ave NW,Washington,DC,20006,(202) 393-4232,252.0,3.5,20.0,38.898737,-77.040228,District of Columbia,US,[1.5909090909090908]
846,Garrison,524 8th St SE,Washington,DC,20003,(202) 506-2445,119.0,3.5,30.0,38.881843,-76.994702,District of Columbia,US,[0.0]
847,Peet’s Coffee,1156 15th St NW,Washington,DC,20005,(202) 568-6644,59.0,3.5,20.0,38.90538400000001,-77.035028,District of Columbia,US,[1.5909090909090908]
848,Silverado,7052 Columbia Pike,Annandale,VA,22003,(703) 354-4560,278.0,4.0,20.0,38.833744,-77.189093,Fairfax County,US,[0.0]
849,Linthicum Luncheteria,412 S Camp Meade Rd,Linthicum,MD,21090,(410) 691-6000,17.0,3.5,10.0,39.202437,-76.654154,Anne Arundel County,US,[0.0]
850,Virtue Feed & Grain,106 S Union St,Alexandria,VA,22314,(571) 970-3669,1027.0,3.5,20.0,38.804734,-77.040387,Alexandria city,US,[0.0]
